Code,Dataset,BIOME,Species,GF,Decid/E'green,Needle/Broad lf,C3C4,N2-fixer,log LL,log LMA,log Nmass,log Narea,log Pmass,log Parea,log Amass,log Aarea,log Gs,log Rdmass,log Rdarea,Ca - Ci,,,,
2365,Wright_Oz_syd_hiP,TEMP_FOR,Persoonia linearis,T,E,B,C3,N,1.61,2.16,-0.116,0.039,-1.301,-1.146,1.67,0.87,2.34,0.58,-0.15,67.0,,,,
2366,Wright_Oz_syd_hiP,TEMP_FOR,Pomaderris ferruginea,S,E,B,C3,N,1.06,1.99,0.108,0.103,-1.387,-1.393,1.97,0.88,2.13,0.75,-0.25,105.2,,,,
2367,Wright_Oz_syd_hiP,TEMP_FOR,Pultenea daphnoides,S,E,B,C3,Y,0.97,1.97,0.290,0.264,-1.444,-1.470,1.98,0.98,2.13,0.89,-0.06,131.3,,,,
2368,Wright_Oz_syd_hiP,TEMP_FOR,Pultenea flexilis,S,E,B,C3,Y,1.22,1.96,0.309,0.266,-1.347,-1.390,2.07,1.00,2.27,1.15,0.06,106.2,,,,
2369,Wright_Oz_syd_hiP,TEMP_FOR,Synoum glandulosum,T,E,B,C3,N,1.07,1.96,0.201,0.165,-1.076,-1.111,1.87,0.81,1.88,0.96,-0.11,148.1,,,,
2370,Wright_Oz_syd_hiP,TEMP_FOR,Syncarpia glomulifera,T,E,B,C3,N,1.36,2.17,-0.007,0.165,-1.398,-1.226,1.76,0.96,2.03,0.79,-0.04,146.8,,,,
2371,Wright_Oz_syd_hiP,TEMP_FOR,Xylomelum pyriforme,T,E,B,C3,N,1.61,2.18,-0.061,0.122,-1.432,-1.249,1.80,1.02,2.16,0.59,-0.19,124.8,,,,
2372,Wright_Oz_syd_loP,WLAND,Acacia suaveolens,S,E,B,C3,Y,1.47,2.34,0.281,0.625,-1.658,-1.314,1.67,0.98,2.27,0.84,0.16,97.2,,,,
2373,Wright_Oz_syd_loP,WLAND,Banksia marginata,S,E,B,C3,N,1.56,2.23,-0.071,0.160,-1.638,-1.407,2.01,1.29,2.49,0.68,-0.01,125.0,,,,
2374,Wright_Oz_syd_loP,WLAND,Boronia ledifolia,S,E,B,C3,N,1.29,2.20,0.076,0.278,-1.658,-1.455,1.74,0.94,2.33,0.79,0.04,87.3,,,,
2375,Wright_Oz_syd_loP,WLAND,Corymbia gummifera,T,E,B,C3,N,1.16,2.27,-0.090,0.182,-1.523,-1.251,1.77,1.11,2.37,0.75,0.09,105.5,,,,
2376,Wright_Oz_syd_loP,WLAND,Eriostemon australasius,S,E,B,C3,N,1.08,2.17,0.079,0.245,-1.444,-1.277,1.76,1.00,2.37,0.84,0.10,81.0,,,,
2377,Wright_Oz_syd_loP,WLAND,Eucalyptus haemostoma,T,E,B,C3,N,1.27,2.30,0.019,0.319,-1.469,-1.168,1.73,1.08,2.51,0.78,0.07,74.0,,,,
2378,Wright_Oz_syd_loP,WLAND,Gompholobium grandiflorum,S,E,B,C3,Y,1.45,2.11,0.089,0.202,-1.745,-1.632,1.63,0.84,2.32,0.95,0.19,67.1,,,,
2379,Wright_Oz_syd_loP,WLAND,Grevillea buxifolia,S,E,B,C3,N,1.18,2.04,-0.150,-0.109,-1.638,-1.597,1.77,0.94,2.31,1.03,0.21,79.3,,,,
2380,Wright_Oz_syd_loP,WLAND,Grevillea speciosa,S,E,B,C3,N,1.27,2.19,-0.066,0.120,-1.620,-1.433,1.70,0.95,2.48,0.87,0.11,66.7,,,,
2381,Wright_Oz_syd_loP,WLAND,Hakea dactyloides,S,E,B,C3,N,1.62,2.41,-0.272,0.136,-1.745,-1.337,1.65,1.10,2.29,0.59,0.06,119.1,,,,
2382,Wright_Oz_syd_loP,WLAND,Hakea teretifolia,S,E,N,C3,N,1.32,2.53,-0.287,0.043,-1.678,-1.348,1.54,1.15,2.43,0.61,0.22,99.1,,,,
2383,Wright_Oz_syd_loP,WLAND,Hibbertia bracteata,S,E,B,C3,N,1.04,2.04,0.017,0.059,-1.569,-1.527,1.73,0.83,2.34,0.87,-0.05,62.0,,,,
2384,Wright_Oz_syd_loP,WLAND,Lambertia formosa,S,E,B,C3,N,1.47,2.35,-0.219,0.127,-1.638,-1.293,1.57,0.97,2.34,0.56,-0.05,82.5,,,,
2385,Wright_Oz_syd_loP,WLAND,Leptospermum trinervium,S,E,B,C3,N,1.35,2.11,-0.069,0.041,-1.602,-1.493,1.57,0.65,2.02,1.00,0.20,101.6,,,,
2386,Wright_Oz_syd_loP,WLAND,Persoonia levis,S,E,B,C3,N,1.66,2.26,-0.229,0.032,-1.620,-1.359,1.66,0.91,2.23,0.40,-0.25,93.3,,,,
2387,Wright_Oz_syd_loP,WLAND,Phyllota phylicoides,S,E,B,C3,Y,1.35,2.08,0.093,0.170,-1.745,-1.668,1.71,0.92,2.35,1.03,0.25,76.4,,,,
2388,Wright_Oz_syd_loP,WLAND,Pimelea linifolia,S,E,B,C3,N,1.10,1.76,0.172,-0.073,-1.276,-1.520,2.03,0.90,2.38,1.22,0.12,66.9,,,,
2389,Wright_Oz_wnsw_hiP,WLAND,Acacia doratoxylon,S,E,B,C3,Y,1.30,2.34,0.302,0.642,-1.081,-0.741,1.83,1.16,2.15,0.83,0.17,181.2,,,,
2390,Wright_Oz_wnsw_hiP,WLAND,Acacia oswaldii,S,E,B,C3,Y,1.32,2.42,0.264,0.686,-1.174,-0.752,1.61,1.12,2.10,0.65,0.15,176.6,,,,
2391,Wright_Oz_wnsw_hiP,WLAND,Atriplex stipitata,S,E,B,C4,N,0.80,1.92,0.462,0.383,-0.879,-0.959,2.36,1.29,2.05,1.59,0.48,284.2,,,,
2392,Wright_Oz_wnsw_hiP,WLAND,Brachychiton populneus,T,E,B,C3,N,1.12,2.12,0.253,0.369,-1.018,-0.902,1.88,0.99,1.97,0.73,-0.14,180.7,,,,
2393,Wright_Oz_wnsw_hiP,WLAND,Callitris glaucophylla,T,E,B,C3,N,1.49,2.37,0.080,0.452,-1.060,-0.688,1.43,0.80,1.95,0.62,-0.01,133.3,,,,
2394,Wright_Oz_wnsw_hiP,WLAND,Dodonaea viscosa angustissima,S,E,B,C3,N,0.90,2.23,0.269,0.495,-0.947,-0.722,1.88,1.09,2.38,1.30,0.52,100.5,,,,
2395,Wright_Oz_wnsw_hiP,WLAND,Dodonaea viscosa cuneata,S,E,B,C3,N,0.99,2.05,0.296,0.351,-1.013,-0.958,1.98,1.00,2.01,1.26,0.29,180.7,,,,
2396,Wright_Oz_wnsw_hiP,WLAND,Dodonaea viscosa spatulata,S,E,B,C3,N,1.01,2.12,0.297,0.418,-0.939,-0.819,2.01,1.11,2.03,1.19,0.29,206.9,,,,
2397,Wright_Oz_wnsw_hiP,WLAND,Eremophila glabra,S,E,B,C3,N,1.24,2.21,0.227,0.440,-0.870,-0.657,1.96,1.18,2.47,1.00,0.22,109.3,,,,
2398,Wright_Oz_wnsw_hiP,WLAND,Eremophila longifolia,S,E,B,C3,N,1.18,2.43,0.166,0.595,-1.000,-0.570,,,,,,,,,,
2399,Wright_Oz_wnsw_hiP,WLAND,Eremophila mitchelli,S,E,B,C3,N,1.15,2.25,0.270,0.523,-1.027,-0.774,1.73,0.96,2.02,1.04,0.27,165.7,,,,
2400,Wright_Oz_wnsw_hiP,WLAND,Eucalyptus intertexta,T,E,B,C3,N,1.20,2.26,0.168,0.424,-0.987,-0.731,1.90,1.26,2.23,0.74,0.10,183.3,,,,
2401,Wright_Oz_wnsw_hiP,WLAND,Exocarpus apophyllum,T,E,N,C3,N,1.53,2.72,0.028,0.552,-0.959,-0.435,0.94,0.61,2.06,,,72.7,,,,
2402,Wright_Oz_wnsw_hiP,WLAND,Geijera parviflora,T,E,B,C3,N,1.47,2.27,0.230,0.505,-0.979,-0.704,1.74,1.02,2.11,0.76,0.04,156.0,,,,
2403,Wright_Oz_wnsw_hiP,WLAND,Hakea tephrosperma,S,E,N,C3,N,1.61,2.70,-0.136,0.369,-1.523,-1.017,1.35,1.09,1.96,0.38,0.12,230.5,,,,
2404,Wright_Oz_wnsw_hiP,WLAND,Helichrysum apiculatum,S,E,B,C3,N,,1.58,0.433,0.017,-0.548,-0.967,2.42,1.01,2.12,1.55,0.14,144.6,,,,
2405,Wright_Oz_wnsw_hiP,WLAND,Melaleuca uncinata,S,E,N,C3,N,1.24,2.45,0.105,0.358,-1.036,-0.783,1.72,1.16,2.35,1.03,0.47,122.4,,,,
2406,Wright_Oz_wnsw_hiP,WLAND,Olearia pimelioides,S,E,B,C3,N,1.14,2.07,0.390,0.464,-0.870,-0.795,1.69,0.76,1.81,1.22,0.28,156.6,,,,
2407,Wright_Oz_wnsw_hiP,WLAND,Philotheca difformis,S,E,B,C3,N,1.28,2.44,0.170,0.609,-1.161,-0.722,1.59,1.03,2.23,1.13,0.57,114.0,,,,
2408,Wright_Oz_wnsw_hiP,WLAND,Pimelea microcephala,S,E,B,C3,N,0.88,1.91,0.489,0.394,-0.712,-0.807,2.12,1.03,1.99,1.42,0.34,185.9,,,,
2409,Wright_Oz_wnsw_hiP,WLAND,Senna artemisioides 1lft,S,E,N,C3,Y,1.29,2.54,0.298,0.645,-1.102,-0.756,1.51,1.11,2.18,1.15,0.75,167.2,,,,
2410,Wright_Oz_wnsw_hiP,WLAND,Senna artemisioides 3lft,S,E,N,C3,Y,1.32,2.45,0.239,0.493,-1.071,-0.816,1.70,1.15,2.41,1.09,0.54,128.3,,,,
2411,Wright_Oz_wnsw_hiP,WLAND,Solanum ferocissium,S,E,B,C3,N,0.81,1.88,0.514,0.391,-0.886,-1.010,2.16,0.98,2.06,1.42,0.24,157.7,,,,
2412,Wright_Oz_wnsw_hiP,WLAND,Spartothamnella puberula,S,E,B,C3,N,0.98,1.97,0.472,0.437,-0.921,-0.955,2.09,1.12,2.17,1.52,0.57,169.4,,,,
2413,Wright_Oz_wnsw_loP,WLAND,Acacia colletioides,S,E,N,C3,Y,1.57,2.56,0.252,0.615,-1.319,-0.956,1.41,0.93,2.13,0.76,0.30,134.0,,,,
2414,Wright_Oz_wnsw_loP,WLAND,Acacia havilandiorum,S,E,N,C3,Y,1.32,2.62,0.163,0.583,-1.337,-0.918,1.49,1.08,2.09,0.95,0.51,197.5,,,,
2415,Wright_Oz_wnsw_loP,WLAND,Acacia willhelmiana,S,E,B,C3,Y,1.08,2.21,0.277,0.482,-1.137,-0.932,1.72,0.91,1.77,1.06,0.26,247.5,,,,
2416,Wright_Oz_wnsw_loP,WLAND,Bertya cunninghamii,S,E,B,C3,N,1.21,2.23,0.282,0.510,-1.071,-0.842,1.61,0.85,1.87,1.01,0.26,165.9,,,,
2417,Wright_Oz_wnsw_loP,WLAND,Beyeria opaca,S,E,B,C3,N,1.17,2.20,0.236,0.439,-1.125,-0.923,1.56,0.76,1.75,0.97,0.16,184.6,,,,
2418,Wright_Oz_wnsw_loP,WLAND,Bossiaea walkeri,S,E,B,C3,Y,1.75,2.50,0.085,0.586,-1.420,-0.919,1.46,1.05,2.21,0.83,0.41,135.4,,,,
2419,Wright_Oz_wnsw_loP,WLAND,Brachychiton populneus,T,E,B,C3,N,1.12,2.10,0.189,0.285,-1.081,-0.985,1.70,0.87,1.83,0.67,-0.16,192.4,,,,
2420,Wright_Oz_wnsw_loP,WLAND,Callitris glaucophylla,T,E,B,C3,N,,,0.034,,-1.244,,,,,,,,,,,
2421,Wright_Oz_wnsw_loP,WLAND,Cassinia laevis,S,E,B,C3,N,1.00,2.11,0.267,0.381,-0.983,-0.870,1.70,0.84,1.76,1.11,0.25,200.1,,,,
2422,Wright_Oz_wnsw_loP,WLAND,Eremophila deserti,S,E,B,C3,N,1.46,2.34,0.203,0.541,-1.051,-0.712,1.67,0.96,1.96,0.81,0.10,182.2,,,,
2423,Wright_Oz_wnsw_loP,WLAND,Eremophila glabra,S,E,B,C3,N,1.20,2.19,0.263,0.456,-0.991,-0.799,1.84,1.08,2.15,1.06,0.29,154.8,,,,
2424,Wright_Oz_wnsw_loP,WLAND,Eucalyptus dumosa,T,E,B,C3,N,1.47,2.48,-0.042,0.438,-1.310,-0.829,1.58,1.13,2.13,0.57,0.11,178.3,,,,
2425,Wright_Oz_wnsw_loP,WLAND,Eucalyptus socialis,T,E,B,C3,N,1.46,2.45,0.086,0.541,-1.215,-0.760,1.71,1.21,2.24,0.68,0.18,167.9,,,,
2426,Wright_Oz_wnsw_loP,WLAND,Eutaxia microphylla,S,E,B,C3,Y,1.07,1.95,0.276,0.225,-1.108,-1.159,1.95,0.98,2.29,1.17,0.21,96.2,,,,
2427,Wright_Oz_wnsw_loP,WLAND,Grevillea aneura,S,E,B,C3,N,,2.16,0.093,0.255,-1.071,-0.907,1.56,0.72,1.60,1.02,0.18,227.0,,,,
2428,Wright_Oz_wnsw_loP,WLAND,Melaleuca uncinata,S,E,N,C3,N,1.20,2.58,0.061,0.446,-1.108,-0.723,1.56,1.05,2.13,0.96,0.45,147.4,,,,
2429,Wright_Oz_wnsw_loP,WLAND,Micromyrtus sessilis,S,E,B,C4,N,,2.32,0.179,0.504,-1.149,-0.824,1.38,0.70,1.71,0.83,0.16,161.1,,,,
2430,Wright_Oz_wnsw_loP,WLAND,Olearia decurrens,S,E,B,C3,N,1.05,2.19,0.235,0.426,-1.071,-0.880,1.89,1.01,1.97,1.09,0.20,193.5,,,,
2431,Wright_Oz_wnsw_loP,WLAND,Olearia pimelioides,S,E,B,C3,N,0.96,2.01,0.367,0.380,-0.959,-0.946,1.82,0.89,1.98,1.14,0.21,145.0,,,,
2432,Wright_Oz_wnsw_loP,WLAND,Philotheca difformis,S,E,B,C3,N,1.43,2.25,0.138,0.387,-1.201,-0.951,1.59,0.98,1.97,0.99,0.38,177.4,,,,
2433,Wright_Oz_wnsw_loP,WLAND,Santalum acuminatum,T,E,B,C3,N,1.24,2.49,-0.001,0.494,-1.194,-0.700,1.31,0.87,2.11,0.59,0.13,108.0,,,,
2434,Wright_Oz_wnsw_loP,WLAND,Triodia scabra,G,E,N,C4,N,,2.59,-0.056,0.530,-1.268,-0.682,1.54,1.12,1.92,0.91,0.50,272.9,,,,
2435,Zotz_Fortuna_Panama,TROP_RF,Citharexylum macradenium,T,,,,,,2.02,,,,,,,,,,,,,,
2436,Zotz_Fortuna_Panama,TROP_RF,Baccharis pedunculata,S,,,,,,1.79,,,,,,,,,,,,,,
2437,Zotz_Fortuna_Panama,TROP_RF,Parathesis amplifolia,T,,,,,,1.92,,,,,,,,,,,,,,
2438,Zotz_Fortuna_Panama,TROP_RF,Blakea foliacea,EP,,,,,,1.86,,,,,,,,,,,,,,
2439,Zotz_Fortuna_Panama,TROP_RF,Ficus macbridei,EP,,,,,,2.21,,,,,,,,,,,,,,
2440,Zotz_Fortuna_Panama,TROP_RF,Inga punctata,T,,,,,,2.05,,,,,,,,,,,,,,
2441,Zotz_Fortuna_Panama,TROP_RF,Croton draco,T,,,,,,1.79,,,,,,,,,,,,,,
2442,Zotz_Fortuna_Panama,TROP_RF,Dendropanax arboreus,T,E,,,,,2.31,,,,,,,,,,,,,,
2443,Zotz_Fortuna_Panama,TROP_RF,Clusia stenophylla,EP,,,,,,2.42,,,,,,,,,,,,,,
2444,OleksynPol_Siemanice,TEMP_FOR,Abies alba,T,E,N,C3,N,1.99,2.27,0.236,0.602,-0.848,-0.579,1.46,0.73,,,,,,,,
2445,OleksynPol_Siemanice,TEMP_FOR,Acer platanoides,T,D,B,C3,N,0.78,1.67,0.210,-0.122,-0.690,-1.023,1.92,0.85,2.18,,,,,,,
2446,OleksynPol_Siemanice,TEMP_FOR,Acer pseudoplatanus,T,D,B,C3,N,0.78,1.79,0.342,0.112,-0.552,-0.761,1.89,0.64,2.03,,,,,,,
2447,OleksynPol_Siemanice,TEMP_FOR,Betula pendula,T,D,B,C3,N,0.68,1.82,0.279,0.028,-0.603,-0.784,2.09,0.94,2.33,,,,,,,
2448,OleksynPol_Siemanice,TEMP_FOR,Carpinus betulus,T,D,B,C3,N,0.78,1.66,0.272,0.075,-0.570,-0.911,2.07,0.86,2.35,,,,,,,
2449,OleksynPol_Siemanice,TEMP_FOR,Fagus sylvatica,T,D,B,C3,N,0.78,1.65,0.338,0.022,-0.711,-1.057,2.17,0.84,2.18,,,,,,,
2450,OleksynPol_Siemanice,TEMP_FOR,Larix decidua,T,D,N,C3,N,0.78,2.00,0.258,0.291,-0.518,-0.515,1.62,0.62,,,,,,,,
2451,OleksynPol_Siemanice,TEMP_FOR,Picea abies,T,E,N,C3,N,2.01,2.37,0.076,0.548,-0.763,-0.392,1.47,0.84,,,,,,,,
2452,OleksynPol_Siemanice,TEMP_FOR,Pinus nigra,T,E,N,C3,N,1.66,2.51,0.072,0.588,-0.909,-0.397,1.71,1.22,,,,,,,,
2453,OleksynPol_Siemanice,TEMP_FOR,Pinus sylvestris,T,E,N,C3,N,1.46,2.45,0.121,0.546,-0.872,-0.421,1.59,1.04,,,,,,,,
2454,OleksynPol_Siemanice,TEMP_FOR,Pseudotsuga menziesii,T,E,N,C3,N,1.81,2.14,0.033,0.294,-0.784,-0.639,1.48,0.63,,,,,,,,
2455,OleksynPol_Siemanice,TEMP_FOR,Quercus robur,T,D,B,C3,N,0.78,1.84,0.270,0.010,-0.563,-0.724,1.93,0.87,2.26,,,,,,,
2456,OleksynPol_Siemanice,TEMP_FOR,Quercus rubra,T,D,B,C3,N,0.78,1.84,0.303,0.125,-0.656,-0.820,2.07,0.97,2.33,,,,,,,
2457,OleksynPol_Siemanice,TEMP_FOR,Tilia cordata,T,D,B,C3,N,0.68,1.66,0.272,-0.102,-0.570,-0.908,1.92,0.59,2.05,,,,,,,
2458,Kudo96_high,BOREAL,Peucedanum multivittatum,H,D,,,N,0.17,1.60,0.672,0.276,,,,,,,,,,,,
2459,Kudo96_high,BOREAL,Potentilla marsumurae,H,D,,,N,0.33,1.70,0.538,0.237,,,,,,,,,,,,
2460,Kudo96_high,BOREAL,Sieversia pentapetala,S,D,,,N,0.33,1.79,0.415,0.205,,,,,,,,,,,,
2461,Kudo96_high,BOREAL,Betula ermanii,T,D,B,C3,N,,1.68,0.407,0.084,,,,,,,,,,,,
2462,Kudo96_high,BOREAL,Alnus maximowiczii,T,D,,,Y,,1.82,0.342,0.166,,,,,,,,,,,,
2463,Kudo96_low,BOREAL,Betula platyphylla japonica,T,D,,,N,,1.78,0.332,0.115,,,,,,,,,,,,
2464,Kudo96_low,BOREAL,Betula ermanii,T,D,B,C3,N,,1.81,0.255,0.065,,,,,,,,,,,,
2465,Kudo96_low,BOREAL,Alnus maximowiczii,T,D,,,Y,,1.66,0.362,0.019,,,,,,,,,,,,
2466,Kudo96_low,BOREAL,Quercus mongolica grosseserrata,T,D,,,N,,1.74,0.332,0.077,,,,,,,,,,,,
2467,Hogan_etal_PNM_crane,TROP_RF,Anacardium excelsum,T,E,B,,N,,2.01,,,,,1.92,0.94,2.67,,,48.6,,,,
2468,Hogan_etal_PNM_crane,TROP_RF,Cecropia longipes,T,E,B,,N,,2.10,,,,,2.00,1.09,2.94,,,41.4,,,,
2469,Hogan_etal_PNM_crane,TROP_RF,Didymopanax morototoni,T,E,B,,N,,2.14,,,,,2.02,1.16,3.03,,,41.5,,,,
2470,Hogan_etal_PNM_crane,TROP_RF,Ficus obtusifolia,T,E,B,,N,,1.99,,,,,2.15,1.14,3.08,,,40.9,,,,
2471,Hogan_etal_PNM_crane,TROP_RF,Luehea seemannii,T,E,B,,N,,1.89,,,,,2.13,1.02,2.93,,,37.3,,,,
2472,Hogan_etal_PNM_crane,TROP_RF,Pseudobombax septenatum,T,D,B,,N,,2.11,,,,,2.01,1.12,3.05,,,37.6,,,,
2473,Tuohy_etal_Zimbabwe_CHID,WLAND,Colophosphermum mopane,T,,,,N,,,,0.561,,-0.266,,0.98,,,,,,,,
2474,Tuohy_etal_Zimbabwe_CHID,WLAND,Combretum apiculatum,T,,,,N,,,,0.331,,-0.496,,0.64,,,,,,,,
2475,Tuohy_etal_Zimbabwe_CHID,WLAND,Dalbergia melanoxylon,T,,,,Y,,,,0.641,,-0.369,,0.71,,,,,,,,
2476,Tuohy_etal_Zimbabwe_CHID,WLAND,Euclea divinorum,T,,,,N,,,,0.367,,-0.392,,0.53,,,,,,,,
2477,Tuohy_etal_Zimbabwe_CHID,WLAND,Lannea stuhlmannii,T,,,,N,,,,0.389,,-0.279,,0.51,,,,,,,,
2478,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,Albizia antunesiana,T,,,,Y,,,,0.581,,-0.402,,1.08,,,,,,,,
2479,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,Brachystegia spiciformis,T,,,,N,,,,0.508,,-0.388,,1.03,,,,,,,,
2480,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,Burkea africana,T,,,,N,,,,0.564,,-0.409,,1.05,,,,,,,,
2481,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,Combretum apiculatum,T,,,,N,,,,0.250,,-0.595,,0.92,,,,,,,,
2482,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,Julbernardia globulifera,T,,,,N,,,,0.506,,-0.096,,0.99,,,,,,,,
2483,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,Monotes glaber,T,,,,N,,,,0.320,,-0.500,,0.94,,,,,,,,
2484,Tuohy_etal_Zimbabwe_CRST_MCLW,WLAND,Terminalia sericea,T,,,,N,,,,0.430,,-0.259,,0.91,,,,,,,,
2485,Tuohy_etal_Zimbabwe_MAT,WLAND,Acacia nigrescens,T,,,,Y,,,,0.654,,-0.333,,1.21,,,,,,,,
2486,Tuohy_etal_Zimbabwe_MAT,WLAND,Bolusanthus speciosus,T,,,,N,,,,0.666,,-0.385,,1.16,,,,,,,,
2487,Tuohy_etal_Zimbabwe_MAT,WLAND,Combretum apiculatum,T,,,,N,,,,0.452,,-0.496,,0.76,,,,,,,,
2488,Tuohy_etal_Zimbabwe_MAT,WLAND,Euclea divinorum,T,,,,N,,,,0.436,,-0.294,,0.84,,,,,,,,
2489,Tuohy_etal_Zimbabwe_MAT,WLAND,Ziziphus mucronata,T,,,,N,,,,0.600,,-0.308,,1.10,,,,,,,,
2490,Lamont_S_Africa_1_Citrusdal,WLAND,Leucadendron lanigerum,S,E,B,,,,2.36,-0.350,0.007,-1.482,-1.126,,,,,,,,,,
2491,Lamont_S_Africa_1_Citrusdal,WLAND,Leucadendron pubescens (m&f),S,E,B,,,,2.29,-0.234,0.063,-1.325,-1.038,,,,,,,,,,
2492,Lamont_S_Africa_1_Citrusdal,WLAND,Protea bracteolaris,S,E,N,,N,,2.46,0.014,0.564,-1.476,-0.925,,,,,,,,,,
2493,Lamont_S_Africa_1_Citrusdal,WLAND,Protea laurifolia,S,E,B,,N,,2.55,0.019,0.572,-1.602,-1.049,,,,,,,,,,
2494,Lamont_S_Africa_1_Citrusdal,WLAND,Protea nitida,S,E,B,,N,,2.53,-0.327,0.204,-1.416,-0.885,,,,,,,,,,
2495,Lamont_S_Africa_2_Stellenbosch,WLAND,Leucadendron salignum (m&f),S,E,B,,,,2.35,-0.139,0.218,-1.569,-1.218,,,,,,,,,,
2496,Lamont_S_Africa_2_Stellenbosch,WLAND,Protea burchellii,S,E,B,,N,,2.48,-0.065,0.414,-1.412,-0.934,,,,,,,,,,
2497,Lamont_S_Africa_2_Stellenbosch,WLAND,Protea laurifolia,S,E,B,,N,,2.41,-0.168,0.239,-1.203,-0.796,,,,,,,,,,
2498,Lamont_S_Africa_2_Stellenbosch,WLAND,Protea repens,S,E,B,,N,,2.47,-0.155,0.316,-1.474,-1.002,,,,,,,,,,
2499,Lamont_S_Africa_3_Opdieberg,WLAND,Aulax umbellata,S,E,B,,,,2.30,-0.142,0.160,-1.328,-1.027,,,,,,,,,,
2500,Lamont_S_Africa_3_Opdieberg,WLAND,Leucadendron arcuatum (m&f),S,E,B,,,,2.54,-0.354,0.182,-1.679,-1.143,,,,,,,,,,
2501,Lamont_S_Africa_3_Opdieberg,WLAND,Leucadendron salignum (m&f),S,E,B,,,,2.40,-0.274,0.130,-1.527,-1.130,,,,,,,,,,
2502,Lamont_S_Africa_3_Opdieberg,WLAND,Protea laurifolia,S,E,B,,N,,2.57,-0.264,0.308,-1.784,-1.212,,,,,,,,,,
2503,Lamont_S_Africa_3_Opdieberg,WLAND,Protea repens,S,E,B,,N,,2.56,-0.392,0.166,-1.435,-0.877,,,,,,,,,,
2504,Lamont_S_Africa_4_Matjies_River,WLAND,Leucadendron brunoides,S,E,B,,,,2.64,-0.232,0.405,-1.224,-0.587,,,,,,,,,,
2505,Lamont_S_Africa_4_Matjies_River,WLAND,Leucadendron pubescens (m&f),S,E,B,,,,2.46,-0.267,0.193,-1.506,-1.050,,,,,,,,,,
2506,Lamont_S_Africa_4_Matjies_River,WLAND,Protea glabra,S,E,B,,N,,2.72,-0.183,0.537,-1.285,-0.566,,,,,,,,,,
2507,Lamont_S_Africa_4_Matjies_River,WLAND,Protea laurifolia,S,E,B,,N,,2.65,-0.249,0.404,-1.672,-1.019,,,,,,,,,,
2508,Lamont_S_Africa_5_Algeria,WLAND,Leucadendron pubescens (m&f),S,E,B,,,,2.26,-0.284,-0.020,-1.478,-1.215,,,,,,,,,,
2509,Lamont_S_Africa_5_Algeria,WLAND,Leucadendron salignum (m&f),S,E,B,,,,2.34,-0.194,0.150,-1.549,-1.205,,,,,,,,,,
2510,Lamont_S_Africa_5_Algeria,WLAND,Paranomus bracteolaris,S,E,N,,,,2.46,-0.077,0.473,-1.434,-0.884,,,,,,,,,,
2511,Lamont_S_Africa_5_Algeria,WLAND,Protea nitida,S,E,B,,N,,2.41,-0.128,0.283,-1.299,-0.888,,,,,,,,,,
2512,Lamont_S_Africa_6_Scarborough,WLAND,Diastella divaricata,S,E,B,,,,2.10,0.024,0.122,-1.437,-1.339,,,,,,,,,,
2513,Lamont_S_Africa_6_Scarborough,WLAND,Leucadendron laureolum,S,E,B,,,,2.34,-0.310,0.033,-1.658,-1.315,,,,,,,,,,
2514,Lamont_S_Africa_6_Scarborough,WLAND,Leucadendron salignum (m&f),S,E,B,,,,2.37,-0.361,0.005,-1.507,-1.140,,,,,,,,,,
2515,Lamont_S_Africa_6_Scarborough,WLAND,Leucospermum conocarpodendron,S,E,B,,,,2.37,-0.186,0.187,-1.510,-1.137,,,,,,,,,,
2516,Lamont_S_Africa_6_Scarborough,WLAND,Leucospermum hypophyllocarpodendron,S,E,B,,,,2.38,-0.291,0.091,-1.518,-1.136,,,,,,,,,,
2517,Lamont_S_Africa_6_Scarborough,WLAND,Mimetes fibrifolium,S,E,B,,,,2.21,-0.160,0.049,-1.583,-1.373,,,,,,,,,,
2518,Lamont_S_Africa_6_Scarborough,WLAND,Protea speciosa,S,E,B,,N,,2.67,-0.476,0.190,-1.673,-1.008,,,,,,,,,,
2519,Lamont_S_Africa_6_Scarborough,WLAND,Serruria hirsuta,S,E,N,,,,2.29,-0.144,0.245,-1.574,-1.186,,,,,,,,,,
2520,Lamont_S_Africa_7_Hopefield,WLAND,Leucadendron foedum (m&f),S,E,B,,,,2.41,-0.154,0.277,-0.999,-0.588,,,,,,,,,,
2521,Lamont_S_Africa_7_Hopefield,WLAND,Protea repens,S,E,B,,N,,2.49,-0.066,0.421,-1.079,-0.591,,,,,,,,,,
2522,Lamont_S_Africa_7_Hopefield,WLAND,Serruria fucifolia,S,E,N,,,,2.41,0.165,0.672,-1.274,-0.766,,,,,,,,,,
2525,Lamont_S_Africa_9_Jonkershonk,WLAND,Leucadendron salignum (m&f),S,E,B,,,,2.34,-0.233,0.112,-1.666,-1.323,,,,,,,,,,
2526,Lamont_S_Africa_9_Jonkershonk,WLAND,Leucospermum conocarpodendron,S,E,B,,,,2.32,-0.145,0.174,-1.349,-1.030,,,,,,,,,,
